#NAME	GSM553736	GSM553737	GSM553738	GSM553739	GSM553740	GSM553741	GSM553742	GSM553743	GSM553744	GSM553745	GSM553746	GSM553747
#CLASS:Treatment	control	LPS	LPS_LPS	control	LPS	LPS_LPS	control	LPS	LPS_LPS	control	LPS	LPS_LPS
#CLASS:Donor	21	21	21	46	46	46	86	86	86	92	92	92
NM_001015070.1	6.7677	6.633195	6.635644	6.714866	6.819403	6.727487	6.685264	6.735045	6.709486	6.744846	6.700185	6.842455
NM_018169.2	9.7541	10.041595	9.948907	9.67	9.452027	9.576244	9.973674	9.981015	9.885289	9.99698	9.84158	9.549007
NM_032319.1	7.442721	7.405174	7.379704	7.483139	7.431049	6.888981	7.405306	7.370667	6.979232	7.541327	7.256421	6.96731
NM_005791.1	6.736973	7.102902	6.989961	6.843771	6.880564	6.854367	6.864217	6.911923	6.780557	6.950022	7.033667	6.538148
NM_019891.2	7.088461	7.123252	6.978169	7.229823	6.906776	7.077276	7.099526	7.166374	7.082849	7.134124	7.032462	6.990409
NM_014056.1	9.0262	9.65741	9.662126	9.795036	9.105283	9.387077	9.551287	9.49107	9.27661	9.629799	9.5828	9.498506
NM_014476.1	6.492576	6.694891	6.63186	6.648447	6.611378	6.507179	6.684029	6.637061	6.653346	6.720314	6.651306	6.604309
NM_031885.2	8.921495	8.636722	8.767951	9.364223	8.870858	9.168036	8.283566	8.159432	8.364872	8.733712	8.528607	8.722322
NM_000490.3	6.838218	6.757238	6.846529	6.804701	6.944543	6.983178	6.978098	7.047029	6.925265	7.09853	7.054197	7.083187
NM_001039755.1	12.31276	12.55685	12.39642	12.24286	11.72625	12.49911	12.26964	12.52165	12.41955	12.39642	12.27366	12.19495
NM_152654.2	6.613385	6.656512	6.620331	6.473304	6.479522	6.430886	6.47189	6.561346	6.476236	6.593494	6.460614	6.600338
NR_002762.1	6.72884	6.705801	6.581356	6.672965	6.704225	6.556681	6.670158	6.559837	6.620705	6.521023	6.6019	6.488945
NM_001032297.1	6.526594	6.356397	6.47138	6.545476	6.612938	6.444902	6.362102	6.330816	6.500834	6.55008	6.426822	6.444802
NM_015107.1	6.574235	6.585844	6.646395	6.604309	6.587528	6.539507	6.616781	6.69223	6.617687	6.491673	6.508401	6.648719
NM_006822.1	7.416721	7.238093	7.444163	7.522925	7.293823	7.419437	7.400322	7.355852	7.636944	7.049757	6.963036	7.291719
NM_014504.1	7.248528	7.940283	7.792977	7.417056	7.37191	7.792977	7.686044	7.627116	7.49418	7.80403	7.677411	7.5064
NM_007208.2	6.792059	7.29996	6.92306	6.765565	6.825446	6.801597	6.988832	7.110194	6.797594	7.048544	7.247132	6.617687
NM_000979.2	14.57266	14.49485	14.51295	14.58509	14.43566	14.29607	14.56868	14.37601	14.4998	14.51295	14.4	14.38461
NM_014161.2	9.902301	9.920736	9.752729	9.865233	9.704589	9.430066	9.780982	9.5246	9.349941	9.681755	9.547318	9.567568
NM_018719.2	7.101628	7.085928	6.936192	7.712449	7.394344	7.152841	7.132518	6.931325	6.900623	6.998958	7.185243	7.085961
NM_030626.1	6.576774	6.581356	6.550608	6.514383	6.593765	6.525036	6.615401	6.497451	6.450785	6.544854	6.505445	6.45877
NM_004130.2	9.639888	9.385501	9.245379	10.264058	9.881368	9.503325	10.403014	10.037862	9.938808	10.027239	9.656071	9.51864
NM_000628.3	11.67963	11.35787	11.65536	11.74049	11.42806	11.45362	11.94656	11.58781	12.00767	11.99451	11.60409	12.19863
NM_001903.2	9.85969	9.462831	9.691934	9.867535	9.412475	9.638531	10.011429	9.902901	10.17307	10.186737	9.900916	10.19321
NM_015421.1	7.11594	7.15204	7.443356	7.057419	7.223018	7.351137	7.084112	7.123582	7.239241	7.107698	7.250124	7.363617
NM_005367.4	6.554389	6.696094	6.685583	6.659582	6.579307	6.606506	6.723846	6.658591	6.672309	6.691599	6.68485	6.551994
NR_000034.1	7.761608	8.409523	7.872531	7.927059	8.72465	7.668255	7.879557	8.29566	7.886856	8.219266	8.736622	7.667887
NM_152772.1	6.732271	6.772621	6.794909	6.838637	6.750969	6.873331	6.816943	6.69223	6.705801	6.850929	6.52417	6.644567
NM_001079935.1	6.616874	6.675872	6.661917	6.600618	6.552664	6.595809	6.713173	6.591589	6.531554	6.555434	6.6019	6.688733
NM_033055.2	7.389407	8.051415	7.699362	7.39715	7.409509	7.789985	7.885948	7.937245	7.375253	8.135044	7.863911	7.398792
NM_002128.4	8.680449	8.836638	8.700247	9.112003	8.258226	8.950981	8.968861	8.900607	8.494511	8.913015	8.682418	8.42569
NM_014509.3	6.467104	6.509158	6.603659	6.485887	6.518686	6.671391	6.5449	6.66489	6.479168	6.590044	6.661603	6.541917
NM_153036.2	6.554389	6.565049	6.630322	6.576774	6.6684	6.632647	6.628872	6.494468	6.496268	6.39907	6.618146	6.519082
NR_002781.1	6.404374	6.576672	6.449132	6.548073	6.599042	6.546437	6.43807	6.457234	6.593309	6.626933	6.645514	6.444802
NM_214711.1	6.620148	6.593765	6.658865	6.625524	6.767606	6.588271	6.676738	6.568091	6.470781	6.620148	6.636886	6.456942
NM_001039211.1	6.871345	6.988613	6.713209	7.003904	6.648364	6.720393	6.759731	6.821674	7.066435	7.210226	6.839302	6.9374
NM_080869.1	6.499786	6.394263	6.505001	6.421907	6.49943	6.595809	6.522493	6.57948	6.564688	6.53448	6.49933	6.479861
NM_001008747.1	6.614312	6.911064	6.577897	6.653741	6.769177	6.686618	6.710513	6.645133	6.689785	6.65598	6.665593	6.678233
NM_001080141.1	6.618061	6.718695	6.386612	6.55066	6.595529	6.443553	6.511015	6.537769	6.582958	6.639282	6.661603	6.551994
NM_145658.1	6.553347	6.596826	6.569303	6.501027	6.624878	6.480207	6.668925	6.592824	6.560108	6.539702	6.502429	6.52328
NM_001698.1	7.402747	7.387871	7.468231	7.456178	7.770956	7.538775	7.528798	7.251985	7.374471	7.350628	7.359476	7.326487
NM_001039380.1	6.598304	6.591724	6.598779	6.622974	6.539267	6.546437	6.529371	6.60834	6.668097	6.481376	6.47653	6.760061
NM_002463.1	8.751735	10.551019	8.669804	8.683214	10.817792	8.582717	7.942491	8.454439	7.99591	8.551448	11.213182	8.719062
NM_006948.4	7.582252	8.373228	7.772101	8.01129	7.700381	7.774	8.07673	8.366925	7.548957	8.233047	8.228873	7.409183
NM_032437.1	6.538148	6.639497	6.651041	6.579387	6.711026	6.887556	6.565137	6.621386	6.635896	6.65598	6.593309	6.531161
NM_003742.2	6.621702	6.555145	6.538148	6.585103	6.611378	6.494666	6.536306	6.57948	6.558499	6.481376	6.512796	6.682977
NR_002451.1	6.873261	6.603748	6.837984	6.930329	6.575356	6.772276	6.754028	6.900551	6.839489	6.694891	6.766538	6.725294
NM_003608.2	8.766741	8.63261	8.855279	9.538489	8.32454	9.02088	9.600793	8.681817	8.971102	9.165146	8.687003	8.893481
NM_006553.2	7.280562	6.729095	6.593355	7.232053	6.624878	6.698254	7.074292	6.78827	6.843771	7.252223	6.686407	6.819677
NM_021825.3	9.717607	9.802815	9.631504	9.746689	9.754953	9.68639	9.575205	9.595176	9.497925	9.617492	9.742429	9.636236
NM_001102.2	10.79326	10.18317	10.76509	11.16336	10.45916	10.98983	10.40062	10.57983	10.49018	10.59168	10.60781	11.43532
NM_080866.2	6.589677	6.480053	6.610262	6.511212	6.765483	6.554968	6.587528	6.595529	6.596363	6.521023	6.516329	6.572669
NM_022104.3	6.9124	6.818094	7.174088	6.919762	7.018323	7.008122	6.893825	7.042705	7.264775	7.072115	6.946027	7.029563
NM_015938.2	8.641937	9.048173	8.46354	8.965246	8.981917	8.636931	8.689773	9.133366	8.457792	8.72883	8.744826	8.194309
NM_025047.1	6.663211	6.579574	6.830089	6.776829	6.556106	6.548073	6.494666	6.571025	6.588837	6.654249	6.663122	6.52328
NM_021822.1	9.51944	9.343359	9.348291	9.819403	9.510646	9.298984	10.17307	10.28124	9.859155	9.048173	9.163153	9.143616
NM_023073.2	6.618061	6.681621	6.627071	6.722806	6.611378	6.56852	6.786976	6.702407	6.641565	6.691599	6.689444	6.655399
NM_015199.2	7.391898	7.211743	7.222153	7.513428	7.26279	6.938731	7.189047	7.228975	7.113658	7.423055	7.20285	6.9925
NM_001079808.1	6.574235	6.54893	6.510539	6.462451	6.66018	6.56316	6.565137	6.46101	6.500834	6.645042	6.421	6.593765
NM_012334.1	6.883332	7.511412	6.600524	6.845143	7.327785	6.583231	7.161225	7.556173	6.590224	7.084216	7.716824	6.688733
NM_004460.2	6.529326	6.645821	6.627071	6.521416	6.607809	6.558397	6.644612	6.622514	6.452574	6.538148	6.668782	6.634008
NM_006004.2	12.01011	11.98691	12.15078	11.34332	12.18033	12.1423	11.80701	11.65821	11.45801	11.71305	11.76056	11.84191
NM_175886.2	6.582433	6.664539	6.577897	6.653741	6.614312	6.646307	6.598204	6.568091	6.585937	6.725213	6.52417	6.672722
NM_012400.2	8.847028	9.537546	9.231017	8.804009	8.285808	9.445472	9.269592	9.291768	9.368214	9.430066	9.033003	8.437665
NM_003146.2	7.449833	7.515363	7.48296	7.477767	7.337238	7.473988	7.370746	7.343092	7.444761	7.297475	7.379349	7.58908
NM_000538.2	6.901749	6.913281	6.761778	6.860546	6.754276	6.801597	6.7405	6.869685	6.877911	6.85653	6.997669	6.725294
NM_001014342.1	6.60141	6.590094	6.462555	6.705887	6.585652	6.536306	6.634722	6.444288	6.462555	6.496168	6.428492	6.529276
NM_032689.3	6.704729	6.717424	6.661917	6.749079	6.693208	6.856033	6.696872	6.611378	6.736885	6.667706	6.816031	6.62969
NM_001014373.1	14.33982	14.46494	14.58509	14.2008	14.53845	14.2892	14.38461	14.4697	14.18588	14.60735	14.49485	14.52151
NM_013453.2	6.521416	6.507566	6.462555	6.411679	6.540669	6.411782	6.452333	6.614127	6.582958	6.565093	6.543364	6.574799
NR_002147.2	6.822043	6.872437	7.010401	6.907958	6.832191	7.052536	6.965955	6.999567	6.755313	6.773225	6.930397	7.094254
NM_018482.2	8.27481	8.987381	8.938727	8.136265	8.868659	9.089483	8.407376	9.138819	9.0019	8.700807	9.060627	9.203597
NR_002203.1	6.716741	6.736568	6.653741	6.689444	6.663344	6.814675	6.715111	6.624965	6.709486	6.744846	6.836316	6.698081
NM_001001670.1	6.591811	6.41816	6.57948	6.582013	6.473304	6.457141	6.450682	6.614127	6.525423	6.588271	6.405449	6.486686
NM_018327.2	6.625247	6.553681	6.693413	6.612704	6.731535	6.74358	6.563605	6.580992	6.529895	6.538148	6.59738	6.544324
NM_022913.1	8.33278	9.10342	8.592166	8.786129	8.482741	8.704205	8.558205	8.658141	8.297514	8.516538	8.776874	8.258544
NM_001080460.1	6.613385	6.558123	6.536306	6.55066	6.679283	6.583231	6.537672	6.503354	6.558499	6.505487	6.508401	6.56874
NM_022154.5	9.552043	11.274516	8.845637	8.466759	9.089951	8.125014	11.486069	12.081152	10.719124	9.237177	9.992252	7.56942
NM_006591.1	6.674643	6.575259	6.775281	6.604309	6.702623	6.572062	6.681377	6.690653	6.619335	6.674643	6.727909	6.544324
NM_001477.1	6.534284	6.486686	6.600524	6.468633	6.376899	6.539507	6.534843	6.554292	6.506438	6.538148	6.5179	6.640263
NM_016581.2	7.069948	7.075128	6.902979	6.919762	7.17123	6.999314	7.038413	6.893084	6.91593	7.109976	6.908105	7.025277
NM_001012417.1	6.632037	6.760917	6.539702	6.642632	6.590496	6.544617	6.651997	6.56951	6.54452	6.723602	6.663122	6.512796
NM_001775.2	6.88034	7.796136	7.139386	7.289044	8.325965	7.151853	7.516579	8.25475	7.597021	7.250414	8.517912	7.363617
NM_022978.1	6.465994	6.416329	6.513772	6.565049	6.440973	6.318143	6.446816	6.573846	6.531554	6.55008	6.519849	6.466462
NR_002202.2	14.4	14.40826	14.43566	14.3621	14.14758	14.33164	14.33982	14.45162	14.31467	14.37044	14.51881	14.4255
NM_001801.2	6.696872	6.606819	6.586262	6.442424	6.491283	6.444902	6.718942	6.554292	6.584202	6.57017	6.448829	6.475626
NM_018137.1	8.690767	8.8673	8.649813	8.729884	8.749426	8.648662	8.65121	8.54856	8.389995	8.221769	8.519286	8.221619
NM_001029885.1	7.01797	7.023953	6.889056	7.110456	7.034709	7.028068	7.026678	6.910249	6.793894	7.061801	6.907071	7.060345
NM_016361.2	7.214346	7.270136	7.106145	7.120579	7.269723	7.168616	7.144558	6.955519	7.041422	6.980594	7.181534	6.910802
NM_005078.1	6.889924	6.818094	6.999507	6.914668	7.05003	6.937131	7.124568	6.985516	7.005947	7.000662	6.791294	6.943071
NR_002594.1	14.33164	14.2008	14.4	14.09206	14.23395	14.19335	14.24671	14.3621	14.20674	14.25253	14.4255	14.4
NM_080474.1	6.359486	6.532285	6.372571	6.448918	6.539267	6.347102	6.598204	6.606868	6.416745	6.437656	6.492778	6.462451
NM_198576.2	6.654052	6.581356	6.437554	6.556106	6.583786	6.649888	6.486686	6.646395	6.455494	6.55706	6.512796	6.492676
NM_018476.3	7.117292	6.998474	6.918358	7.007638	6.849802	6.902179	7.284406	7.222529	6.997087	7.341162	7.292301	7.40315
NM_175874.2	6.840049	6.843589	6.863851	6.729339	6.798526	6.822083	6.747532	6.72884	6.65174	6.522599	6.681621	6.817185
NR_003238.1	6.581181	6.605211	6.5645	6.501027	6.556106	6.606506	6.536306	6.534664	6.596363	6.615494	6.531078	6.593765
NM_003134.2	11.64367	11.39803	11.55083	11.46083	11.69152	11.66404	11.53229	11.28993	11.2584	11.35474	11.33416	11.48418
NM_001018138.1	7.095851	7.381342	7.321141	6.922993	7.55541	7.190127	7.051653	7.334618	7.084623	6.964966	7.490294	7.255716
NM_017753.2	6.648905	6.614759	6.430571	6.714866	6.579307	6.65815	6.533889	6.672809	6.639947	6.754241	6.651306	6.45272
NM_001003679.1	7.106712	6.890337	7.018788	6.961547	6.830906	7.050904	7.070885	6.983632	7.20527	7.118699	6.881044	6.890816
NM_144564.4	9.634758	9.310257	9.62066	9.239096	9.577966	9.281366	9.037433	9.153183	9.340233	9.490826	9.224481	9.48423
NM_207406.1	6.577897	6.636072	6.665681	6.535237	6.568285	6.65815	6.578085	6.536306	6.641565	6.514277	6.497653	6.558547
NM_025052.3	6.436736	6.558123	6.453242	6.579387	6.637344	6.616496	6.53112	6.627287	6.676738	6.512595	6.556681	6.547886
NM_001018115.1	8.152113	8.001644	7.880913	8.106273	8.296451	8.036905	7.768739	7.852275	7.839623	7.856067	7.760857	7.805557
NM_138957.2	9.845508	9.500848	10.264058	9.728619	9.493765	10.185151	9.819403	9.657813	10.268085	9.491762	9.320031	10.101143
NM_138499.2	6.722852	6.581356	6.613947	6.902911	6.741412	6.539507	6.680249	6.658591	6.606148	6.89322	6.689444	6.663803
NM_014066.3	6.76667	6.815277	6.876512	6.820617	6.925925	6.904985	6.872739	6.963881	6.843771	6.7118	7.011377	6.881388
NM_001042524.1	6.434168	6.448463	6.46081	6.485887	6.635735	6.616496	6.498146	6.316743	6.387753	6.521023	6.5179	6.494282
NM_001080539.1	6.630941	6.626979	6.621793	6.657626	6.741412	6.58986	6.61357	6.653346	6.588837	6.521023	6.725213	6.675917
NM_145735.1	6.52269	6.522204	6.581356	6.552097	6.449436	6.526786	6.412799	6.55677	6.502429	6.515835	6.540468	6.626979
NM_001001851.1	14.4255	14.45162	14.57933	14.45875	14.45875	14.57933	14.55215	14.56868	14.47595	14.52699	14.68938	14.60735
NM_207672.1	11.01662	11.56497	11.51245	11.49969	10.40193	11.20711	11.48418	11.45362	11.41963	11.30278	11.2116	10.88144
NM_030779.2	13.37033	13.29403	13.22826	13.24999	12.64581	13.06279	12.99033	13.33575	13.33575	13.17313	13.20974	12.99938
NM_001080535.1	6.747831	7.279674	6.527256	6.826787	7.816424	6.577594	6.755027	6.961765	6.578085	6.648107	8.228873	6.663803
NM_144779.1	6.949033	6.877191	7.090915	6.865853	6.992196	7.148898	6.958468	6.856033	6.991784	6.81828	6.977749	7.006303
NM_001080489.1	6.623068	6.665811	6.593355	6.658691	6.531161	6.659746	6.58949	6.672809	6.680856	6.563436	6.704345	6.644567
NM_021995.1	7.347422	7.503325	7.30011	6.556106	6.602179	6.655218	7.625529	7.566585	7.162625	6.501027	6.551762	6.504809
NM_178582.1	6.9095	7.002657	6.9285	7.055546	7.047557	7.250269	6.879311	7.058304	7.05761	7.105035	6.911345	7.107952
NM_001033522.1	6.637657	6.803741	6.75862	6.745324	6.474931	6.705604	6.752472	6.910249	6.656105	6.659494	6.864141	6.801597
NM_001080209.1	6.513575	6.496742	6.552097	6.507179	6.554487	6.448918	6.403437	6.582684	6.500834	6.544854	6.639667	6.517209
NM_032195.1	7.902927	7.739658	7.894703	7.86198	7.886076	7.881818	7.875919	7.672099	7.622262	7.913484	7.790751	7.811796
NM_007224.1	6.642996	6.514425	6.646395	6.719621	6.63932	6.701956	6.729017	6.638316	6.792617	6.581683	6.738242	6.534664
NM_002347.2	7.509487	7.772978	7.424408	7.446269	7.459597	7.055935	7.818331	7.614183	7.168865	7.808371	7.60655	7.107952
NM_001037582.1	6.810432	6.976277	6.767125	6.72072	6.718007	6.712299	6.580992	6.835699	6.700694	6.716063	6.590144	7.016198
NM_017752.2	6.535237	6.473304	6.447179	6.527865	6.593765	6.470571	6.484883	6.416745	6.601821	6.505487	6.425253	6.411782
NM_181361.1	6.489043	6.540669	6.577897	6.572243	6.536306	6.43807	6.494666	6.698461	6.519174	6.561778	6.428492	6.52328
NM_019071.2	8.772253	9.116938	8.975642	9.253249	9.173502	8.825005	8.859616	9.035883	8.844512	8.826662	8.997216	8.791931
NM_032646.5	6.685631	6.825215	6.616967	6.672965	6.712901	6.641565	6.637747	6.672809	6.756845	6.769259	6.651306	6.703841
NM_001723.3	6.413374	6.544228	6.508352	6.484484	6.437554	6.558397	6.503766	6.484883	6.519174	6.760958	6.576866	6.529276
NM_001080473.1	6.559441	6.553681	6.534747	6.635735	6.568285	6.544617	6.476578	6.623968	6.570723	6.610262	6.485603	6.488945
NM_001080116.1	6.568091	6.536688	6.489496	6.492778	6.526503	6.505256	6.556483	6.427223	6.493076	6.536306	6.53613	6.670524
NM_007171.3	6.670026	6.86193	6.75592	6.714866	6.693208	6.811781	6.720314	6.754276	6.69264	6.734626	6.778148	6.680672
NM_134428.1	6.556862	6.50015	6.667624	6.642632	6.489393	6.700141	6.565137	6.486593	6.543067	6.731535	6.680249	6.554389
NM_152720.1	6.505992	6.613476	6.552097	6.35839	6.702623	6.56316	6.57177	6.54662	6.715111	6.612012	6.644065	6.558547
NM_058216.1	7.533016	7.488511	7.506793	7.838911	7.75732	7.751988	7.415651	7.09412	7.322724	7.001682	7.118798	7.333296
NM_152389.2	6.521416	6.498551	6.591724	6.380706	6.428338	6.671391	6.584832	6.527256	6.459082	6.418111	6.364409	6.486686
NM_194431.1	6.498653	6.434543	6.406382	6.554968	6.502429	6.514611	6.653699	6.414424	6.517708	6.53448	6.516329	6.56874
NM_001549.2	8.625245	10.641513	7.612913	8.371243	10.595497	7.399625	7.157979	7.96806	7.241939	7.886856	11.165844	7.280035
NM_001080422.1	8.892195	8.405466	8.576482	8.644558	8.844388	8.583685	8.727963	8.634468	8.94885	8.683646	8.501908	8.505139
NM_032899.4	6.534284	6.528972	6.466314	6.535237	6.442739	6.703753	6.491622	6.484883	6.476236	6.519174	6.615401	6.484679
NM_007314.1	6.932711	7.078703	6.778148	6.7645	7.00212	6.91593	6.908543	7.064847	6.984047	6.933075	7.171768	7.004314
NM_152328.3	6.664448	6.938657	6.685583	6.871507	6.967875	7.124019	6.843077	7.039502	6.857793	6.806075	6.983632	6.883763
NM_001934.2	6.594495	6.772621	6.754443	6.535237	6.492778	6.618146	6.710513	6.55677	6.617687	6.739409	6.522599	6.644567
NM_022002.1	6.571874	6.659308	6.747986	6.72072	6.743002	6.674907	6.673584	6.711887	6.6794	6.587066	6.675829	6.646669
NM_001034853.1	6.561641	6.568091	6.520362	6.448918	6.505894	6.591724	6.619477	6.686082	6.6794	6.741002	6.576866	6.612938
NM_032943.2	6.817657	6.884079	6.87213	6.911647	6.677804	6.91593	6.90611	7.081618	7.024995	6.686407	6.799843	6.736652
NM_134421.1	6.815079	6.528972	6.618729	6.804082	6.504294	6.655218	6.664715	6.558397	6.556862	6.852381	6.624526	6.804082
NM_003195.4	6.735045	6.661827	6.892045	6.747986	6.848464	6.861073	6.793894	6.833065	6.75023	6.604678	6.639667	6.976954
NM_001042516.1	6.58009	6.536688	6.547886	6.538335	6.551038	6.420748	6.57177	6.566663	6.415212	6.394787	6.452333	6.621702
NM_001031849.1	6.58009	6.390657	6.524063	6.548073	6.447802	6.34264	6.463145	6.506085	6.332372	6.42879	6.522599	6.624336
NM_000723.3	6.545678	6.522204	6.694978	6.561346	6.637344	6.618146	6.784619	6.745753	6.552097	6.786252	6.712737	6.576774
NM_153840.2	6.460614	6.603748	6.484779	6.541434	6.816242	6.394161	6.486686	6.494468	6.491376	6.383705	6.584638	6.482168
NM_152878.1	6.599333	6.606819	6.683806	6.608972	6.527865	6.644612	6.447747	6.672809	6.712299	6.501027	6.581542	6.484679
NM_001014444.1	6.625247	6.61605	6.839853	6.54662	6.602179	6.556681	6.526884	6.682066	6.642996	6.720314	6.529518	6.688733
NM_001080478.1	6.635243	6.505894	6.558965	6.586411	6.419482	6.516329	6.455399	6.533308	6.553681	6.418111	6.555145	6.648719
NM_004514.3	6.610732	6.693324	6.566111	6.65628	6.619528	6.65348	6.759731	6.774724	6.581451	6.684499	6.618146	6.634008
NM_022963.2	6.480053	6.414221	6.447179	6.508666	6.47642	6.512748	6.325065	6.537769	6.496268	6.467009	6.503919	6.496645
NM_005462.3	6.504902	6.712737	6.567326	6.501027	6.484289	6.371468	6.565137	6.408405	6.487079	6.55706	6.584638	6.624336
NM_181889.1	6.673325	6.581356	6.600524	6.579387	6.642996	6.688481	6.626429	6.521868	6.715111	6.606419	6.627326	6.674295
NM_003947.3	6.414749	6.605211	6.481158	6.614127	6.447802	6.56316	6.468633	6.639497	6.72072	6.539702	6.537589	6.544324
NM_001042369.1	9.529209	9.393858	9.17887	9.934121	9.288397	9.288607	9.461705	9.369673	9.272511	9.333503	9.340725	9.110796
NM_007078.2	6.406382	6.460614	6.444902	6.615494	6.700566	6.478338	6.479757	6.619703	6.494666	6.515835	6.651306	6.475626
NM_013439.2	9.550893	9.663494	10.513229	9.379544	9.948022	10.607813	9.725237	10.033276	10.721119	10.052109	10.360583	11.111709
NM_001039361.1	6.535237	6.40628	6.482978	6.460963	6.500834	6.553347	6.468633	6.498707	6.512595	6.443294	6.479577	6.400988
NM_024751.1	6.562972	6.558123	6.552097	6.586411	6.595529	6.58986	6.64596	6.632962	6.467783	6.521023	6.548073	6.551994
NM_001042478.1	6.554389	6.488181	6.596826	6.525315	6.571968	6.56852	6.533889	6.552762	6.735815	6.615494	6.654694	6.477858
NM_014404.1	6.618061	6.655218	6.667624	6.729339	6.624878	6.820222	6.643302	6.674295	6.993172	6.696182	6.642723	6.608565
NM_145727.1	6.486184	6.486686	6.555631	6.518786	6.705887	6.63428	6.618146	6.640754	6.433805	6.637525	6.553189	6.574799
NM_080916.1	8.466451	8.361102	8.560358	8.264604	8.372285	8.307945	8.347388	8.211182	8.266439	8.231294	8.373057	8.329517
NM_001039948.1	6.571874	6.547219	6.517414	6.600618	6.502429	6.457141	6.59069	6.498707	6.430571	6.565093	6.53613	6.544324
NM_001814.2	9.84158	8.926234	9.009889	10.273193	9.040901	10.038258	10.701466	10.061155	10.857723	10.058108	9.459165	10.148917
NM_024793.1	14.37044	14.57266	14.62226	14.47595	14.4998	14.52699	14.33164	14.4998	14.37601	14.45875	14.45162	14.4998
NM_001033031.1	6.47864	6.387855	6.491283	6.505992	6.702623	6.326633	6.364729	6.488096	6.584202	6.598111	6.503919	6.506779
NM_175711.1	6.624251	6.712737	6.854182	6.765565	6.673145	6.770655	6.766959	6.582684	6.712299	6.610262	6.627326	6.632037
NM_003856.2	6.882403	6.93737	6.957045	6.729339	6.998389	6.902179	6.887556	6.870638	6.718942	6.948999	6.899997	6.762205
NM_016260.1	6.765483	6.919239	6.878031	6.760266	7.031195	6.997669	6.878031	6.762855	6.715111	6.555434	6.818134	6.90232
NM_000046.2	8.044437	8.198586	7.8185	8.545094	8.980724	8.255046	8.641937	9.061641	8.63024	8.739556	8.863611	8.654796
NM_001042429.1	6.59069	6.675872	6.673409	6.384221	6.575356	6.507179	6.70245	6.599419	6.596363	6.610262	6.575259	6.506779
NM_033196.1	6.924529	6.81095	7.008059	6.988059	7.033566	6.989561	7.076496	6.827895	7.102645	6.963881	6.895564	7.069021
NM_005328.1	6.665593	6.620148	6.539702	6.648447	6.649972	6.646307	6.532527	6.635774	6.63257	6.583278	6.514467	6.65967
NM_004302.3	8.931853	8.961957	9.115157	9.083078	9.112399	9.168036	8.905414	8.802757	9.536591	9.126469	8.950453	9.558071
NM_199124.1	8.588927	9.194385	9.052869	8.431558	7.839826	8.81215	8.74239	9.10813	8.646133	9.031995	8.733506	8.259213
NM_001080485.1	8.246732	8.238791	8.192658	8.702345	8.405879	8.533225	8.286199	8.255582	8.50142	8.437056	8.331	8.373449
NM_002294.1	9.7944	9.492214	9.595176	10.165355	9.406093	9.479909	10.114268	9.903774	10.011429	10.3313	10.064122	10.079693
NM_019028.2	6.834297	6.886196	6.837984	6.94023	6.80857	6.737231	6.84137	6.891797	6.7986	6.739409	6.792661	6.914461
NM_001006638.1	7.309341	6.982651	7.068724	7.007638	6.903738	6.726135	7.105035	7.409055	6.887327	7.216608	7.027791	6.784694
NM_005096.2	6.655399	6.655218	6.788988	6.754276	6.62143	7.020024	6.662322	6.741002	7.082849	6.616967	6.856487	6.747789
NM_030915.1	7.361338	7.084718	7.344188	7.566164	7.439063	7.591076	7.237841	7.29253	7.730543	7.433815	7.186461	7.194483
NM_017833.3	6.571874	6.510917	6.637344	6.598111	6.556106	6.47642	6.534843	6.46101	6.466092	6.731535	6.529518	6.593765
NM_033666.1	6.666515	6.642632	6.550608	6.813731	6.62143	6.637969	6.63932	6.489691	6.566303	6.666049	6.698928	6.688733
NM_001080421.1	6.692728	6.625794	6.660542	6.570723	6.602179	6.639667	6.598204	6.534664	6.54923	6.648107	6.80296	6.815039
NM_005056.2	6.463145	6.41816	6.444902	6.428065	6.449436	6.349644	6.463145	6.514177	6.446195	6.491673	6.514467	6.374277
NM_001008661.1	6.908543	6.867354	6.979913	7.105035	7.186673	7.043073	6.829672	6.936839	6.865658	6.649622	6.922926	6.907071
NM_001039481.1	6.664448	6.725129	6.653741	6.80758	6.832191	6.761258	6.801168	6.768933	6.673584	6.855019	6.694978	6.668313
NM_012449.2	6.47016	6.483485	6.458971	6.411679	6.479522	6.38699	6.476578	6.484883	6.534747	6.606419	6.437815	6.538148
NM_003672.2	6.686661	6.765483	6.998474	6.679889	6.655135	6.737231	6.671391	6.825061	6.853021	6.924161	6.65598	6.608565
NM_002749.2	6.694891	6.57242	6.699975	6.683538	6.617687	6.632647	6.569303	6.649449	6.587436	6.686407	6.610906	6.708023
NM_003748.2	6.559441	6.707186	6.5645	6.583516	6.564858	6.559837	6.691942	6.632962	6.556862	6.596552	6.379393	6.446869
NM_133171.2	6.585937	6.515751	6.73631	6.573846	6.595529	6.514611	6.547976	6.42389	6.503515	6.621793	6.569209	6.560876
NM_002403.2	6.688915	6.625794	6.714701	6.594357	6.51328	6.705604	6.490248	6.680672	6.627071	6.746587	6.5179	6.819677
NM_004725.2	6.665593	6.841068	6.682066	6.749079	6.87337	6.919023	6.822847	6.834134	6.507773	6.716063	6.660452	6.626979
NM_001037131.1	6.550556	6.605211	6.457327	6.552097	6.461415	6.707272	6.547976	6.654857	6.662191	6.714701	6.588368	6.65326
